,link,title,description,category
423,B8L1IAZ5M,NEW ABH Soft Glam | Bronzers | Amrezy Highlight | Bronzer & Highlight Demo,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef

To watch the Spring Trend Shows (it will be on their stories saved for 24 hours) 

iArtist Forum Tickets 

The Makeup Show Tickets for Shopping 


Riply's Instagram - 

Riply wears Estée Lauder 'Double Wear' 5N2 AMBER HONEY foundation. Its the only perfect match she owns, others require mixing.



Time Stamps

Palette Inspo 

Bronzer Category 

How to select bronzer 

Amrezy Highlight 

Where to find 

Launch Info 

Perms or LE 

Cost 

Packaging 

Made In 

Finishes/ Existing Shades 

Bronzers 

Highlight 

How much yo get 

Shelf Life 

CF/Vegan? 

Cost Comparison18:58

Ingredients 

Application 

Demo 

Swatches 

Final Thoughts 



Products Shown

ABH Soft Glam
Sephora 
Ulta 

ABH Bronzers
Sephora 
Ulta 

ABH Amrezy Highlight
Sephora 
Ulta 

Wayne Goss Holiday Brush

ESUM X51 

ESUM G53 

Crown C500 

dbellium 974 

Wayne Goss 14 

It Cosmetics Ball Wand 

Hourglass Dim Light 

Wayne Goss 14 

Wayne Goss 15 

UD Primer Potion 

ESUM W23 

MAC 242 

ColorSwitch 








**This video is not sponsored. These products were sent to me for consideration, with the exception of the brushes & highlighter comparisons. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty, YesStyle & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
Nordstrom - 
Makeup Geek - 
YesStyle - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach CA 92648
United States


I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉



What I'm wearing:

Nails IBD Dime The Lights 

Foundation Hera Cushion 23 

Eyes ABH Soft Glam 

Eyelashes Koko Queen B 

Lips Fenty Gloss Bomb 



xoxo

Credits:

Swatch Song provided for by Epidemic Sound.com I Have - Dj Mayson

Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
424,q41RqX5gEYE,,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef


Time Stamps

Skin types 

Coverage 

Undertones 

Product layering 

Cruelty Free/Vegan 

Product offerings 

Color Comparison Chart 
*Compared to similar mediums

Shade selection when layering with water based products 

Launch/Where to find 

Cost 

Demos 

Light 

Deep 

Medium 

Medium-Deep 




Products Shown

Kett Fixx Powders 
Kett Fixx Pro Powder Books 
ESUM T49 
ESUM G53 
ESUM X57 
ESUM Pro Finishing Sponge 
ESUM T59 



**This video is not sponsored. I just like learning more about brands I like. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **Links that start with , Beautylish, Muse Beauty & MUG links are affiliate links, I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach CA 92648
United States



I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉






xoxo

Credits:

Demo Song provided for by EpidemicSound.com In my Head by Martin Velda


Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
425,6zhJiT8ij4g,ESUM Brushes with Alphonse | Demo with NEW Viseart Absinthe Theory & Tryst Palettes,"Hi guys thanks for tuning in! Please subscribe if you like it!

Details Below ↘️ Click show more ↘️↘️↘️


♡ Where you can Stalk me ♡

Instagram: SF_Stef 
Facebook: Stephanie Nicole 
Twitter: @StefNicole 
Snapchat: Sf.stef



Makeup Brush University Video 

 

Time Stamps

What does ESUM Mean 

What type of hair/Where is it sourced from 

Whip & Snap 

Lengths/Materials 

How they are made 

Any dyed 

Shedding vs breaking 

Cleaning 

Demos 

Tryst 

Absinthe Theory 


*Products Shown*

All brushes are ESUM

W23 
Kett Fixx Creme Color Correctors 
T41 
Pro Finishing Sponge 
Embryolisse Lait-Crème Concentré 
T45 
Kett Hydro Foundation 
Kett Sett Powder Loose 
X51 
G29 
Viseart Tryst 
Viseart Seamless Primer 
T43 
W25 
G27 
W21 
S33 
W35 
T05 
S31 
Kevyn Aucoin The Essential Mascara 
T11 
Viseart Theory Cheek Palette: 02 Ablaze 
G53 
Viseart Highlight | Sculpting Palette 
P55 
Kevyn Aucoin The Flesh Tone Lip Pencil - Medium 
W19 
Viseart Lip Palette: 01 Muse Nudes 
T37 
T38 
Kett Fixx Creme 
T47 
T49 
Viseart Absinthe Theory Palette 
T39 
T03 
Lashes in a Box E1 
Japonesque Lash Tool 
Callas Adhesive 
W01 




**This video is not sponsored. I just like learning more about brands I love. YouTube is not my job, I work a ""normal job"", I am employed in the professional beauty industry. I do this for fun.  **I am affiliated with Muse Beauty Pro, so ALL of these links are affiliate links. I do earn a small commission when you purchase through them, which helps me purchase products for review & improve my channel. If you would like to support me, thank you so much, if you are uncomfortable doing so, no worries, you can search the products names I have listed in Google to find where to purchase them, and still thank you so much. I hope you enjoy my videos**


Direct Affiliate Links
Sephora - 
Ulta - 
Beautylish - 
Muse Beauty Pro - 
Nordstrom - 
Makeup Geek - 



I just joined Amazon's Affiliate Program. Here is my store front
www.Amazon.com/shop/MsStephNic





If you are a company looking for me to review your product, I'd be happy to. But please note, I do not sign contracts, nor accept money for reviews. Thank you for understanding.




To contact me for business inquiries:

StephanieNicolePR@icloud.com



Everything else AdminStephanieNicole@icloud.com



💌 NEW PO Box 💌

Stephanie Nicole
412 Olive Ave #160
Huntington Beach CA 92648
United States



I have comment moderators to delete the skid marks of the internet off my page. Disagreements are welcome, I encourage the dialogue. Bad-mannered comments will be deleted before I can ingest your negativity, & you will be blocked. Not only against me, but other viewers. Its not welcome on my little corner of the internet. Don't be a skid mark, be cool 😉


 



xoxo

Credits:

Demo songs provided for by EpidemicSounds.com
You Call by Emil Axelsson 

One More Night Instrumental by Sebastian 




Intro Song Credit Music: ""Gold Dust"" by SYKES, download here: ",manufacturing
426,WYvRIkw9164,SmartBench by YetiTool,"SmartBench - YetiTool's large format solution to portable, CNC routing. 

– – – – – 
For more information, visit our website: 

Keep up to date with:
Facebook: 
Twitter: 
Instagram: ...",manufacturing
427,N1-DImB,,"It's Mac's turn to have a go on SmartBench! Tired of using a pack of wood planks as a monitor stand, Mac designs a bespoke mount that fits together without gluing or screwing.

This is a development machine that was pinched from the engineers, so is aesthetically a bit rough around the edges, but definitely does the job!

– – – – – – – –
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
428,dzO2vJwI7GY,,"We managed to grab Ed Sells before his lunch break, to answer some of the questions we've had on our channel!

**EDIT**
SmartBench is actually able to move at 15 meters a minute, not 10. That's what you get for making Ed film when he's hungry.

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
429,V_DsgCxefA0,SmartBench,"Video from our website demonstrating just some of SmartBench's game-changing features.

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
430,l8qaFfuSAxg,#weareallmakers,"The team had a fantastic weekend at MakerFaire Paris, at which we managed to capture some words from Dale Dougherty that we felt captured the spirit of the whole event.

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
431,q-PoEv9CFA,,"Just a snippet of our preparations for MarkerFaire Paris! 

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
432,6ayWpZGwC6g,Yeti's bound for MAKERFAIRE PARIS!!,"YetiTool will be exhibiting their new smart router, SmartBench, at MakerFaire Paris 2018.
We're really looking forward to seeing what everyone's bringing, and want to showcase as much as we can on our channel - so let us know if you'd like an on-camera chat!



– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
433,VFT9pTghv_k,,"We put our new SmartBench router to the test in a new project, which was making a Fretwork panel to don the wall underneath Ed's stairs. We put ourselves to the test in practising some Pollock!

Jackson Pollock: 

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
434,fVHn7sF3u3Q,,"The Yeti team takes a trip to Birmingham for the W.Exhibition, the leading show for the joinery and furniture industries.

– – – – – 
Thanks for watching!

Visit our website: 
Facebook: 
Twitter: 
Instagram: ",manufacturing
435,XbTFsn9ttaY,EXHAUST EXPANSION JOINTS 101,Learn more about exhaust bellows and exhaust expansion joints used on generator exhaust systems so that you can make an informed decision.  Remember.... this component is essential but is the weak link in the piping system. Learn how you can prevent downtime!,manufacturing
436,91b13tXaoJ8,Employee Background Checks,"Employers, including manufacturers throughout Southern California, today are faced with a number of employee-related exposures that include falsified credentials, embezzlement, workplace violence and lawsuits that result from bad hiring decisions. To improve their risk profile, many manufacturers contract out/conduct employee background checks as part of their hiring process. It’s important that when requesting/performing background checks that, as an employer, you understand the national standards as set by the Federal Fair Credit Reporting Act (FCRA) as well as California state law.

Under the FCRA, national standards apply when an employment background check is prepared by an outside screening company that you hire. When a third party compiles a report, the FCRA requires:

(1) that an potential employee is notified that an investigation may be performed

(2) that the employee is given the opportunity to consent, and

(3) that the employee is notified if information in the report is used to make an “adverse” decision.

With regard to this last point, for job applicants, an “adverse action” means an employer has decided not to hire the individual based on the information in the report. For existing employees, an adverse action might mean termination, or it could be a decision to not promote the individual or to demote him or her. The individual must also receive a second notice after an adverse action, providing information on how to dispute inaccurate or incomplete information. In addition, specific permission from the individual must be obtained if medical information is requested.

California Law – Background Checks

Under FCRA and California law, you must obtain written authorization from a job applicant and employees before beginning the investigation process through a screening agency. Also, as with the FCRA, California law requires specific authorization from the individual if information about his or her medical history or condition will be obtained. There are certain differences as well.

First, in California, an employment background check is called an “investigative consumer report” (ICR). While these reports under the FCRA are limited to personal interviews with friends, neighbors or business associates, in California, an ICR covers an individual’s “character, general reputation, personal characteristics, or mode of living” obtained through “any means.” Moreover, a job applicant in California or current employee receives a more extensive notice than the one required under the FCRA. In California, before a background check is conducted by an outside screening company, an individual will receive a notice that:


-    States the purpose of the report.
-    Provides the name, address, and telephone number of the screening company.
-    Includes a summary of the employee’s rights to see and copy any report about him or her
-    Includes a box to check if the employee wants a copy of the employee report.

Additional Considerations

Along with these federal guidelines, there are a growing number of state laws that restrict or prohibit the use of criminal background checks specifically. The most aggressive of these laws is called “ban the box” and prohibits employers from asking about potential employees’ conviction records. There are a total of 24 states representing nearly every region of the country that have adopted the “ban the box” policy including California. The “ban the box” laws typically do not prevent a company from ever asking about a candidate’s criminal history during the hiring process. Rather, they seek to move the question out of the job application stage in hopes of avoiding discrimination.

As you can see, compliance with employment background checks is complex and involves understanding both federal and state law. Non-compliance can land your manufacturing firm in litigation for an employment practices violation. Precision Manufacturing Insurance Services (PMIS) specializes in safeguarding the manufacturing industry throughout California with comprehensive insurance programs, including Employment Practices Liability Insurance (EPLI), as well as HR services that include hiring best practices and the development of a strong employee handbook. To learn more about our products and services and how we can assist you in mitigating potential employee-related claims and other risks, contact us at 855.910.5788.",manufacturing
437,HlLoRpojHJA,The Important Employee Handbook,"During the last several years, the Equal Employment Opportunity Commission (EEOC) has undertaken a proactive stance to go after companies that are potentially in violation of employment laws. This includes investigating allegations involving non-compliance with the Americans with Disability Act (ADA), pursuing efforts to protect transgender rights, increasing the agency’s efforts to litigate pregnancy discrimination cases, taking on wage-hour disputes, and establishing the EEOC Strategic Enforcement Plan (SEP) for fiscal years 2013-2016. The SEP’s purpose, according to the EEOC, is to focus and coordinate the agency’s programs to reduce and deter discriminatory practices in the workplace. Priorities under SEP include eliminating barriers in recruiting and hiring; protecting immigrant, migrant and other vulnerable workers; addressing emerging issues; enforcing equal pay laws; and deterring harassment in the workplace, among others.

In addition to EEOC regulations, employers in California face state labor laws that are among the toughest in the country. For example, in 2015, several laws went into effect including the California Healthy Workplaces, Healthy Families Act of 2014, which requires most employers to allow employees to accrue up to three days of paid sick leave per year based on an accrual of at least one hour of paid sick leave for every 30 hours worked. The law applies to all employers that have at least one employee who works more than 30 days in a year in the state of California. Also in effect, as of 2015, was the inclusion of information on abusive conduct in mandatory sexual harassment training for employers with at least 50 employees.

Moreover, effective this year, the California labor commissioner’s power was expanded to allow for the collection of back wages and penalties from employers that fail to pay minimum wages and overtime, force employees to work off the clock, refuse to offer meal and rest breaks, or make illegal paycheck deductions. Employers can now be subject to stop-work orders, levies against their bank accounts and liens against their property. Employers, as well as owners, directors or managing agents acting on behalf of an employer, can be subject to criminal and personal liability. Also in 2016, amendments to the California Equal Pay Act went into effect, which prohibits gender-based wage differentials. This amendment makes it easier for current and former employees to allege payment of wage rates less than those paid to employees of the opposite sex, and changes the standard from equal pay for equal “skill, effort and responsibility,” to equal pay for “substantially similar work.”  The amendment also eliminates the requirement that the work be performed at the “same establishment” to demonstrate a wage gap.

Have a Strong and Current Employee Handbook in Place

It’s important for manufacturing firms to not only understand federal and state laws that apply to them but to also have clear policies and an up-to-date employee handbook to help ensure compliance and minimize the potential of an employment practices lawsuit. 

The Need for Employment Practices Liability Insurance

In addition, be sure you have Employment Practices Liability Insurance (EPLI) in place to protect your manufacturing firm in the event of an employee lawsuit alleging discrimination, harassment, wrongful termination and other covered claims. Why is this coverage so important? Just look at the statistics: According to a study conducted by a national insurer, businesses throughout the country with at least 10 employees have a 12.5% chance of having an employment liability charge filed against it. But in California this statistic is much higher, according to the survey. In fact, the Golden State has the most frequent incidences of employment practices charges in the country, with a 42% greater chance over the national average of being sued by an employee for establishments with at least 10 employees!

Precision Manufacturing Insurance Services (PMIS) specializes in protecting the manufacturing industry in California. We’re well versed in state and federal labor laws and can help you with creating a strong employee handbook as well as provide you with the EPLI coverage you need in the event of a lawsuit. We can’t stress enough the importance of having this insurance protection. Give us a call at 855.910.5788 to discuss this critical coverage in greater detail.",manufacturing
438,_O9odaAxIMk,Workers’ Compensation Payroll Audits,"The premium for Workers’ Compensation insurance is initially priced on an estimated basis. This includes an employer’s estimated payrolls (as well as class codes) at the beginning of the policy period for the upcoming year on which the insurance carrier charges a premium using prescribed rates. After the close of the policy year, the insurance carrier looks to firm up the numbers to confirm collection of the actual premium earned for the actual exposure insured, a process that involves a premium audit. Unfortunately, some employers are surprised to find out what’s actually included in payroll remuneration (all of the various items that are considered part of an employee’s payroll) – such as income or benefits that go beyond just an employee’s salary.

Precision Manufacturing Insurance Services (PMIS) is committed to assisting manufacturing clients in understanding what drives their California Workers’ Compensation premium in addition to helping them avert any unexpected surprises during a comp audit. Following is a list of what is and isn’t included in payroll remuneration when determining your manufacturing Workers’ Compensation insurance coverage:

Included in Payroll Remuneration

-    Gross Wages
-    Salaries
-    Commissions
-    All Bonuses
-    Most Profit Sharing
-    Vacation, Holiday and Sick Pay
-    Overtime (“straight time” portion only)
-    Market Value of Gifts
-    Automobile Allowances (less reimbursement for documented expenses)

Insurance carriers have the right to audit a policy at least every three years; some policies are audited several times a year. During an audit, you must provide copies of canceled checks, payroll data, general ledgers and other financial information. The California State Workers’ Compensation Board, known as the WCIRB, can penalize an employer for not maintaining accurate and adequate records.

Of course, failing to secure Workers’ Compensation coverage is a criminal offense. Section 3700.5 of the California Labor Code makes it a misdemeanor punishable by either a fine of not less than $10,000 or imprisonment in county jail for up to one year or both. Additionally, the state issues penalties of up to $100,000 against illegally uninsured employers. If an employee gets hurt or sick because of work and there is no Comp coverage, the employer is responsible for paying all bills related to the injury or illness.

Preparing for an Audit

To prepare for a Workers’ Compensation premium audit, we recommend taking the following steps:


-    Prior to the premium auditor arriving, decide who at the shop will be the primary contact person for the auditor. This contact person should be someone who is very familiar with the work done by all departments and all employees, as well as someone familiar with the payroll records the auditor will be reviewing.

-    Review the original policy to see how the initial estimated premium was calculated. Look at the classification codes, rates, and payrolls used to compute your initial premiums – the auditor will be starting from this as well, but will not necessarily be limited to using only the classifications listed on the policy.

-    Take a look at the information about your manufacturing firm that is readily available to the auditor, such as your company website and other online information. Remember, it is likely the auditor will be looking at this information in advance of his or her visit to your office. If there is any information there that could be misleading or is out of date regarding your operations or the nature of your work, not only should you correct it, you should also be prepared to clarify the changes with the auditor.

-    A premium auditor may also ask for information about the specific job duties performed by a certain department or by individual employees. Typically it’s to an employer’s advantage to provide accurate and detailed information to the auditor, because if the auditor has to make assumptions about the exposures he or she may well make worst-case assumptions that unnecessarily increase your premium.

PMIS can provide you with competitive Workers’ Compensation insurance and can help you by reviewing your current insurance policies, your experience modification worksheet, payroll audits, and loss-sensitive rating adjustments, to see where we can make improvements and where there have been undiagnosed problems or miscalculations. Just give our manufacturing insurance specialists a call at (855) 910-5788.",manufacturing
439,KTQD7mUWoHE,Anti-Harassment Policy,"From inappropriate emails to off-the-cuff, seemingly innocuous statements to blatant sexual overtures aimed at employees by supervisors, colleagues or non-employees, workplace harassment charges continue to be among the top allegations against employers. One survey in fact reported that one in three women between the ages of 18 and 34 have been harassed at work. Furthermore, reports show that increasingly more men are alleging sexual harassment in the workplace. Sexual harassment, according to the Equal Employment Opportunity Commission (EEOC), at work is defined as “unwelcome sexual advances, requests for sexual favors, and other verbal or physical conduct of a sexual nature that explicitly or implicitly affect an individual’s employment, unreasonably interferes with an individual’s work performance; or creates an intimidating, hostile, or offensive work environment.” For many, that definition is so broad that when it comes down to specific behaviors, some people may not realize that some of their actions fall within the definition of sexual harassment.
The Cost of Sexual Harassment in the Workplace

Sexual harassment allegations cost employers in a number of ways, including increased absenteeism. Studies show that harassment victims are more likely to miss workdays because they are either too afraid to face their harassers or because the work environment is too stressful. There is also lower productivity as a result of the harassment – when workers are feeling stressed and distracted by harassment, the quality and quantity of their work decreases. You have lower employee morale and more job turnover if the work environment is hostile.

Moreover, these allegations can be quite costly for companies when litigation is involved: On average, the cost of settling a civil sexual harassment lawsuit ranges from four to five figures – and in some cases runs into the hundreds of thousands of dollars (and, of course, into the millions for large corporations).

Harassment Prevention

To minimize the risk of incidents in your shop, manufacturers throughout California must have a rigorous anti-harassment workplace policy in place that defines and prevents harassing behavior. State law, in fact, requires employers to take all reasonable steps to prevent harassment from occurring. If an employer has failed to take such preventive measures, that employer can be held liable for the harassment. A victim may be entitled to damages, even though no employment opportunity has been denied and there is no actual loss of pay or benefits.

Your harassment policy should designate a system for reporting complaints as well as let employees know that you will respond to any complaints of sexual harassment with prompt and immediate action. In addition, by law, the following provisions should be included in your policy:


-    List all protected categories;
-    Explain the law prohibits harassment and discrimination by supervisors, managers, coworkers, and third parties;
-    Establish a complaint procedure;
-    Indicate all complaints will be fairly, timely, and thoroughly investigated; all parties are accorded appropriate due process; and conclusions are based on the evidence collected;
-    State the employer will keep complaints and investigations confidential to the extent possible but do not indicate investigations will be completely confidential;
-    Provide appropriate remedial measures and resolutions will be taken if misconduct is found; and
-    Ensure the employer will not retaliate against an employee for filing a complaint or participating in an investigation.

Within the policy, the complaint procedure must specify the following:


-    Investigations will be conducted in a timely manner by an impartial qualified person;
-    Appropriate options for remedial actions and resolutions;
-    There will be a timely response and resolution to the investigation;
-    The employer will document and track the complaint’s progress; and
-    An employee may file a complaint with someone other than his or her direct supervisor (e.g. Human Resources Manager or company hotline)

Employers with 50 or more employees must provide at least two hours of classroom or other effective interactive training and education regarding sexual harassment to all supervisory employees once every two years, and to all new supervisory employees within six months of assuming a supervisory position.

Precision Manufacturing Insurance Services (PMIS), specialists in insuring manufacturing firms throughout California, can assist you with your harassment policies, provide harassment prevention training tailored to manufacturing firms, and secure the EPLI coverage you need in the event of an allegation involving harassment and other workplace-related issues. Give us a call at 855.910-5788.",manufacturing
440,7CLt905T_,Workers' Compensation Premiums,"Workers’ Compensation insurance is one of the biggest expenses for businesses, particularly in industries with huge payrolls and high risks such as manufacturing. As a result, manufacturers are continually looking at viable solutions to reduce their Comp costs. 

Let’s take a look inside how Workers’ Comp premiums are established to understand what can be done to help reduce them. There are three factors that go into setting Workers’ Comp premiums: employee job classifications, the size of an employer’s payroll, and a company’s claims experience (experience modification factor).

Job Classifications

Every state has a manual that includes class codes for each industry and job duty. Classification criteria starts with the industry, and is further broken down into specific businesses within that industry, and even further into job duties within that business. These codes are designed to account for risk, and there is a direct relationship between the codes and the premium charged by the insurance company. Data, for example, may indicate that employees working under one code are more inclined to get hurt than those falling under a different code, and therefore the Workers’ Comp claims would be higher as well as the premium. Additionally, if an employee is misclassified the rate differential can be significant and you may end up overpaying.

This is an area that should be examined closely. Having a spreadsheet with a list of employees and corresponding codes is helpful, and looking at all employee classifications including multiple sub-classifications is invaluable – this is something that the manufacturing insurance experts at Precision Manufacturing Insurance Services (PMIS) can do for you. 

Employer Payroll

The basis for your Workers’ Comp insurance premium is your payroll. For each $100 dollars of your payroll, there is a specific rate, which is determined by the classification codes of your employees. Making sure your Workers’ Comp payroll figures are accurate is important, as there may be a difference between actual payrolls and Workers’ Comp payrolls. This is because Workers’ Comp premiums are typically calculated on an annual basis and will be quoted as an Estimated Annual Premium (EAP). The premium is estimated because at year-end, the insurer will conduct an audit and either apply a credit, issue a refund or ask for an additional premium if payroll is underreported. As specialists in providing Workers’ Compensation insurance for manufacturers, we can review your payroll audits for accuracy and for any potential problems. 

The Experience Modification Factor

After calculating your base rate (payroll per $100 X classification rate), the insurance company will calculate your experience modification factor to determine your Worker’s Comp premium (payroll per $100 X classification rate X experience modification). The ex mod is unique to each employer and is expressed as a percentage that pertains to whether your loss history is below or above other employers within the same industry. Basically, the experience mod functions as an indicator that gauges the “health” of your manufacturing company.

The Workers’ Compensation Insurance Rating Bureau of California (WCIRB) calculates the experience mods. The WCIRB uses your actual loss history as it has been reported to the Workers’ Comp insurance company. If you fall within the average range as compared to similar-size companies within your industry classification, you would typically get an experience mod of 100 and would be charged the full base rate. On the other hand, if your business has an experience mod factor of 92, you might see an 8% savings, while a business with a factor of 133 would pay 33% more. As you can see, ex mods have a direct impact on premium rates and create a powerful incentive for each company to work to reduce workplace accidents and manage claims with a company-wide safety program and comprehensive accident claims processing and investigation.

There’s a lot to digest here and we would be happy to go over in more detail the factors that affect your Workers’ Compensation premium and the steps it takes to mitigate claims, reduce costs and lower premiums. In future articles, we will also be reviewing additional ways of reducing your Comp costs, including the importance of reporting injuries within a specific timeframe, effective employee communications, accommodating employee restrictions with alternate-duty assignments, combating fraud, and much more.

Precision Manufacturing Insurance Services is committed to helping protect manufacturers from the diverse and complex risks you face. For more information about how we can assist you, please contact us today at (855) 910 - 5788.",manufacturing
441,iMlnLJp08TU,Top Reasons to Offer Comprehensive Employee Benefits,"The majority of manufacturers as with all employers are struggling to provide employees with a competitive, comprehensive benefit package. Rising medical costs, the high cost of prescription drugs, and increased health care premiums are forcing companies into a delicate balancing act of providing competitive benefits while also managing costs effectively and complying with regulations. However, even in the face of these challenges there are compelling reasons to provide employees with comprehensive employee benefits.

One of the most obvious reasons in coming up with a benefits package that makes sense for both your shop and employees is to keep good workers from jumping ship as well as to attract new talent. Many small to midsize business owners mistakenly believe they cannot afford to offer quality benefits. But while going without a good benefits package may add to your bottom line in the short run, it could impede the future growth of your firm long term. Retaining and attracting top talent is key, especially in today’s environment where the need for highly skilled workers will help firms leverage the next revolution in manufacturing and the digitization of industrial processes (think additive manufacturing, for example). Candidates with the right skills can be more selective about where they work. This means that when it comes to securing qualified employees that are highly skilled, dedicated, and will bring strength to your shop, differentiating yourself from others is imperative to remain competitive. A strong benefits package will help to attract high-quality employees and can be a crucial factor for potential candidates in deciding whether to join a company.

Furthermore, there are certain benefits good employees feel they must have to join and stay with a firm. Topping the list of must-have benefits is health insurance, but many employees are looking for disability insurance, life insurance, retirement plans, and voluntary benefits that meet their specific needs. In providing employees the benefits they value, it only stands to reason that they will be more satisfied, miss fewer workdays, be less likely to quit, and have a higher commitment to meeting the company’s goals. In fact, research shows that when employees feel their benefits needs are satisfied, they’re more productive.

A well-designed benefits program doesn’t have to break the bank. Many employees to obtain the benefits they want are ready to put more skin in the game, especially for certain voluntary benefits. They understand that they’ll have to pay for some of what they’re getting. The key is to give them options that are meaningful, and to work with an employee benefits specialist in the manufacturing industry that can structure a plan that strikes the right balance between employee needs and a firm’s budgetary parameters.

A competitive employee benefits package has the power not only to attract the best, but also to retain the best. Manufacturers who value their staff today will be those that benefit tomorrow. At Precision Manufacturing Insurance Services (PMIS), we can provide you with competitive benefits solutions for your employees. In addition to our portfolio of products, we have created the Precision Manufacturing Benefits Trust (PMBT), which unites precision manufacturers into a benefits pool in order to maximize buying power and lower rates. We welcome the opportunity to discuss how the program works and the competitive package we can create for you to offer your employees. Give us a call at (855) 910-5788.",manufacturing
